"ID Paper";"Title";"ID Search Session";"Authors";"Abstract";"Status/Selection";"Status/Extraction";"Reading Priority";"Score";"Year";"Journal";"Keywords";"Type";"comment";"URL";"Volume";"Pages";"DOI";"ISSN/ISBN";"Importation Date";;"(E) Publicações com uma página, pôsteres, apresentações, resumos e índices de anais de eventos e editoriais";"(E) Publicações hospedadas em serviços inacessíveis";"(E) Publicações em idioma não considerado";"(E) Publicação que não se refere a tratamento/manipulação de textos.";"(E) Publicações que não se referem à semântica dos textos.";;"E1- Data da Extração";"E2- Versão/Revisor";"E4- Tipo do estudo : Primário";"E4- Tipo do estudo : Secundário}";"E5-Qual problema é tratado? Alta dimensionalidade, Tamanho dos textos, Qualidade dos textos?";"E6- Quais aspectos semânticos são considerados?";"E7- Como a semântica é representada?";"E8- É utilizada alguma fonte de informação externa? Qual?";"E9- A participação do usuário/especialista do domínio é requerida de alguma meneira? Como é realizada?";"E10- Qual tarefa de mineração de texto é abordada?";"E11-Trata um idioma específico ou é geral? Qual?";"E12- Qual algoritmo é utilizado?";"E13- Como é feita a avaliação dos resultados? Qual medida é utilizada?";"E14- Qual coleção de textos é utilizada?";"E15- É apresentado um caso de uso real? Qual domínio?";"E16- Os resultados apontam para uma vantagem do uso da semântica na mineração de textos?";"E17- É apresentada alguma desvantagem sobre o uso da semântica?";"E18- Notas adicionais (alguma informação importante, insight sobre o estudo ou referência que deve ser acrescentada à revisão sistemática).";"Q1- Os objetivos do trabalho são apresentados de maneira clara? : Sim";"Q1- Os objetivos do trabalho são apresentados de maneira clara? : Não}";"Pontuação para Q1";"Q2- É proposto um novo método que considera a semântica para a mineração de textos? : Sim";"Q2- É proposto um novo método que considera a semântica para a mineração de textos? : Não}";"Pontuação para Q2";"Q3- A coleção de textos está disponível para ser reutilizada? : Sim";"Q3- A coleção de textos está disponível para ser reutilizada? : Não}";"Pontuação para Q3";"Q4- O método utilizado é apresentado de maneira clara? : Sim";"Q4- O método utilizado é apresentado de maneira clara? : Não}";"Pontuação para Q4";"Q5- As abordagens aplicadas são detalhadas de forma que seja possível replicá-las? : Sim";"Q5- As abordagens aplicadas são detalhadas de forma que seja possível replicá-las? : Não}";"Pontuação para Q5";"Q6- Foram conduzidos testes experimentais? : Sim";"Q6- Foram conduzidos testes experimentais? : Não}";"Pontuação para Q6";"Q7- Os resultados são comparados com trabalhos anteriores ou com algum baseline? : Sim";"Q7- Os resultados são comparados com trabalhos anteriores ou com algum baseline? : Não}";"Pontuação para Q7";"Q8- É executado algum teste estatístico? Se sim, os resultados são apresentados de maneira clara? : Sim Teste";"Q8- É executado algum teste estatístico? Se sim, os resultados são apresentados de maneira clara? : Não Teste";"Q8- É executado algum teste estatístico? Se sim, os resultados são apresentados de maneira clara? : Sim Resultado";"Q8- É executado algum teste estatístico? Se sim, os resultados são apresentados de maneira clara? : Não Resultado]";"Pontuação para Q8";"Q9- As limitações do estudo são apresentadas? : Sim";"Q9- As limitações do estudo são apresentadas? : Não}";"Pontuação para Q9";"Q10-Número de páginas"
15647;"A novel event network matching algorithm";0;"Shan, J. and Liu, Z.";"Event network is a new semantic-based and event-oriented text representation model, the operation on event network is a good form of semantic computation, which can provide support for text semantic information processing. The paper proposes a new three-step matching algorithm for event network: event matching based on maximum similarity priority, relation matching based on isotropic-relational-distance matrix, and event network matching by integrating event matching and relation matching. The papers experimental results show that the method is feasible and reasonable. Â© 2012 Springer-Verlag.";"ACCEPTED";"ACCEPTED";"VERY_HIGH";12;"2012";"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)";;"Conference Paper";"3rd International Conference on Information Computing and Applications - ICICA 2012 - Chengde - China";"http://www.scopus.com/inward/record.url?eid=2-s2.0-84867659369&partnerID=40&md5=da6e5edbe9f2dfb927f5196d7f4bb7b5";"7473 LNCS";"1-14";;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"representacao semantica, representacao textual";"null";"event network";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"14"
15648;"Research on web text mining";0;"Ruan, G.";"The article improved the traditional web text mining technology which can not understand the text semantics. The author discusses the web text mining methods based on the ontology. The author set up the web ontology structure at first, then introduced the ""concept-concept"" similarity matrix, and described the relations among the concepts; put forward the web text mining method at last. Based on text mining, the paper can find the potential information from the web pages. Finally, the author did a case study and drew some conclusions. Â© 2012 Springer-Verlag.";"ACCEPTED";"ACCEPTED";"HIGH";19;"2012";"Communications in Computer and Information Science";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84867547557&partnerID=40&md5=409f7bdb240d36b8a3a600c4e6be80b4";"308 CCIS";"783-790";;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"representacao semantica";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"8"
15650;"Algorithms for the verification of the semantic relation between a compound and a given lexeme";0;"Kellner, G. and GrÃ¼nauer, J.";"Text mining on a lexical basis is quite well developed for the English language. In compounding languages, however, lexicalized words are often a combination of two or more semantic units. New words can be built easily by concatenating existing ones, without putting any white spaces in between. That poses a problem to existing search algorithms: Such compounds could be of high interest for a search request, but how can be examined whether a compound comprises a given lexeme? A string match can be considered as an indication, but does not prove semantic relation. The same problem is faced when using lexicon based approaches where signal words are defined as lexemes only and need to be identified in all forms of appearance, and hence also as component of a compound. This paper explores the characteristics of compounds and their constituent elements for German, and compares seven algorithms with regard to runtime and error rates. The results of this study are relevant to query analysis and term weighting approaches in information retrieval system design. Â© 2012 ACM.";"ACCEPTED";"REJECTED";"LOW";11;"2012";"ACM International Conference Proceeding Series";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84867471847&partnerID=40&md5=acfdf78657b41fd7d18b78327dfadcc3";;;;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"null";"null";"null";"null";"null";"null";"alemao";"null";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
15651;"Semantic mining on customer survey";0;"Yu, Y.a  and Dang, J.b ";"Business intelligence aims to support better business decision making. Customer survey is priceless asset for intelligent business decision-making. However, business analysts usually have to read hundreds of textual comments and tabular data in survey to manually dig out the necessary information to feed business intelligence models and tools. This paper introduces a business intelligence system to solve this problem by extensively utilizing Semantic Web technologies. Ontology based knowledge extraction is the key to extract interesting terms and understand the logic concept of them. All knowledge extracted forms a semantic knowledge base. Flexible user queries and intelligent analysis can be easily issued to the system over the semantic data store through standard protocol. Besides resolving problems in theory, we designed a flexible, intuitive user interaction interface to explain and present the analysis result for business analysts. Through the real usage of this system, it is validated that our system gives good solution for semantic mining on customer survey for business intelligence. Copyright 2012 ACM.";"ACCEPTED";"ACCEPTED";"LOW";17;"2012";"ACM International Conference Proceeding Series";;"Conference Paper";"8th International Conference on Semantic Systems - I-SEMANTICS 2012 - Graz - Austria";"http://www.scopus.com/inward/record.url?eid=2-s2.0-84867482620&partnerID=40&md5=c8849427eb86664e52640885bda9d9f3";;"72-79";;;"01/31/2014";;"N";"N";"N";"N";"N";;"08/08/2014";"1";"Y";"N";"null";"null";"null";"thesaurus";"null";"null";"null";"null";"null";"null";"propaganda e marketing";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"8"
15653;"Finding a needle in a haystack of reviews: Cold start context-based hotel recommender system";0;"Levi, A.a  and Mokryn, O.a  and Diot, C.b  and Taft, N.b ";"Online hotel searching is a daunting task due to the wealth of online information. Reviews written by other travelers replace the wordof- mouth, yet turn the search into a time consuming task. Users do not rate enough hotels to enable a collaborative filtering based recommendation. Thus, a cold start recommender system is needed. In this work we design a cold start hotel recommender system, which uses the text of the reviews as its main data. We define context groups based on reviews extracted from TripAdvisor.com and Venere.com. We introduce a novel weighted algorithm for text mining. Our algorithm imitates a user that favors reviews written with the same trip intent and from people of similar background (nationality) and with similar preferences for hotel aspects, which are our defined context groups. Our approach combines numerous elements, including unsupervised clustering to build a vocabulary for hotel aspects, semantic analysis to understand sentiment towards hotel features, and the profiling of intent and nationality groups. We implemented our system which was used by the public to conduct 150 trip planning experiments. We compare our solution to the top suggestions of the mentioned web services and show that users were, on average, 20% more satisfied with our hotel recommendations. We outperform these web services even more in cities where hotel prices are high. Copyright Â© 2012 by the Association for Computing Machinery, Inc. (ACM).";"ACCEPTED";"REJECTED";"LOW";17;"2012";"RecSys12 - Proceedings of the 6th ACM Conference on Recommender Systems";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84867365565&partnerID=40&md5=97856e3263a6915dc7e02e72a7cd426c";;"115-122";;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"null";"null";"null";"null";"null";"agrupamento, recomendacao";"null";"null";"null";"TripAdvisor.com, Venere.com";"reviews";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
15662;"Unsupervised similarity learning from textual data";0;"Janusz, A.a  b  and ÅšlÈ©zak, D.a  c  and Nguyen, H.S.a ";"This paper presents a research on the construction of a new unsupervised model for learning a semantic similarity measure from text corpora. Two main components of the model are a semantic interpreter of texts and a similarity function whose properties are derived from data. The first one associates particular documents with concepts defined in a knowledge base corresponding to the topics covered by the corpus. It shifts the representation of a meaning of the texts from words that can be ambiguous to concepts with predefined semantics. With this new representation, the similarity function is derived from data using a modification of the dynamic rule-based similarity model, which is adjusted to the unsupervised case. The adjustment is based on a novel notion of an information bireduct having its origin in the theory of rough sets. This extension of classical information reducts is used in order to find diverse sets of reference documents described by diverse sets of reference concepts that determine different aspects of the similarity. The paper explains a general idea of the approach and also gives some implementation guidelines. Additionally, results of some preliminary experiments are presented in order to demonstrate usefulness of the proposed model.";"ACCEPTED";"REJECTED";"LOW";32;"2012";"Fundamenta Informaticae";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84866843829&partnerID=40&md5=780593263130fe5364b23d14e6e5e06e";"119";"319-336";;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"similaridade semantica";"null";"null";"base de conhecimento";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
15663;"Improving cross-document knowledge discovery using explicit semantic analysis";0;"Yan, P. and Jin, W.";"Cross-document knowledge discovery is dedicated to exploring meaningful (but maybe unapparent) information from a large volume of textual data. The sparsity and high dimensionality of text data present great challenges for representing the semantics of natural language. Our previously introduced Concept Chain Queries (CCQ) was specifically designed to discover semantic relationships between two concepts across documents where relationships found reveal semantic paths linking two concepts across multiple text units. However, answering such queries only employed the Bag of Words (BOW) representation in our previous solution, and therefore terms not appearing in the text literally are not taken into consideration. Explicit Semantic Analysis (ESA) is a novel method proposed to represent the meaning of texts in a higher dimensional space of concepts which are derived from large-scale human built repositories such as Wikipedia. In this paper, we propose to integrate the ESA technique into our query processing, which is capable of using vast knowledge from Wikipedia to complement existing information from text corpus and alleviate the limitations resulted from the BOW representation. The experiments demonstrate the search quality has been greatly improved when incorporating ESA into answering CCQ, compared with using a BOW-based approach. Â© 2012 Springer-Verlag.";"ACCEPTED";"REJECTED";"LOW";35;"2012";"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84866667751&partnerID=40&md5=15bd6d8c8f9a40e26fafbcb9a231d170";"7448 LNCS";"378-389";;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"representacao textual";"null";"null";"null";"null";"recuperacao de informacao";"null";"ESA";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
15666;"Ontology-guided feature engineering for clinical text classification";0;"Garla, V.N.a  and Brandt, C.b  c ";"In this study we present novel feature engineering techniques that leverage the biomedical domain knowledge encoded in the Unified Medical Language System (UMLS) to improve machine-learning based clinical text classification. Critical steps in clinical text classification include identification of features and passages relevant to the classification task, and representation of clinical text to enable discrimination between documents of different classes. We developed novel information-theoretic techniques that utilize the taxonomical structure of the Unified Medical Language System (UMLS) to improve feature ranking, and we developed a semantic similarity measure that projects clinical text into a feature space that improves classification. We evaluated these methods on the 2008 Integrating Informatics with Biology and the Bedside (I2B2) obesity challenge. The methods we developed improve upon the results of this challenges top machine-learning based system, and may improve the performance of other machine-learning based clinical text classification systems. We have released all tools developed as part of this study as open source, available at http://code.google.com/p/ytex. Â© 2012 Elsevier Inc..";"ACCEPTED";"REJECTED";"LOW";34;"2012";"Journal of Biomedical Informatics";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84865991155&partnerID=40&md5=eafdd10a4b753d0ea12886c9e5788133";"45";"992-998";;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"similaridade semantica";"null";"null";"UMLS Metathesaurus";"null";"classificao";"null";"null";"null";"2008 Integrating Informatics with Biology and the Bedside (I2B2) obesity challenge";"biomedicina";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
15669;"Learning the ""whys"": Discovering design rationale using text mining - An algorithm perspective";0;"Liang, Y.a  and Liu, Y.b  and Kwong, C.K.a  and Lee, W.B.a ";"Collecting design rationale (DR) and making it available in a well-organized manner will better support product design, innovation and decision-making. Many DR systems have been developed to capture DR since the 1970s. However, the DR capture process is heavily human involved. In addition, with the increasing amount of DR available in archived design documents, it has become an acute problem to research a new computational approach that is able to capture DR from free textual contents effectively. In our previous study, we have proposed an ISAL (issue, solution and artifact layer) model for DR representation. In this paper, we focus on algorithm design to discover DR from design documents according to the ISAL modeling. For the issue layer of the ISAL model, we define a semantic sentence graph to model sentence relationships through language patterns. Based on this graph, we improve the manifold-ranking algorithm to extract issue-bearing sentences. To discover solution-reason bearing sentences for the solution layer, we propose building up two sentence graphs based on candidate solution-bearing sentences and reason-bearing sentences respectively, and propagating information between them. For artifact information extraction, we propose two term relations, i.e. positional term relation and mutual term relation. Using these relations, we extend our document profile model to score the candidate terms. The performance and scalability of the algorithms proposed are tested using patents as research data joined with an example of prior art search to illustrate its application prospects. Â© 2011 Elsevier Ltd. All rights reserved.";"ACCEPTED";"REJECTED";"LOW";13;"2012";"CAD Computer Aided Design";;"Review";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84862291090&partnerID=40&md5=39614e3fe76e94a15962ac272afaaec6";"44";"916-930";;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"patentes";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
15670;"Enhancing search result clustering with semantic indexing";0;"Nguyen, S.H.a  b  and Åšwieboda, W.a  and JÃ¡skiewicz, G.a  and Nguyen, H.S.a ";"Semantic search results clustering is one of the most wanted functionalities of many information retrieval systems including general web search engines as well as domain specific article portals or digital libraries. It may advice the users to describe the need for information in a more precise way. In this paper, we discuss a framework of document description extension which utilizes domain knowledge and semantic similarity. Our idea is based on application of Tolerance Rough Set Model, semantic information extracted from source text and domain ontology to approximate concepts associated with documents and to enrich the vector representation. Some document representation models including document meta-data, citations and semantic information build using MeSH ontology. We compare those models in a search result clustering problem over the freely accessed biomedical research articles from Pubmed Cetral (PMC) portal. The experimental results are showing the advantages of the proposed models. Copyright Â© 2012 ACM.";"ACCEPTED";"ACCEPTED";"LOW";28;"2012";"ACM International Conference Proceeding Series";;"Conference Paper";"3rd Symposium on Information and Communication Technology - SoICT 2012 - Ha Long - Viet Nam";"http://www.scopus.com/inward/record.url?eid=2-s2.0-84866595519&partnerID=40&md5=6c3e3b920d9fc0d2be7a1cc5d55d05d4";;"71-80";;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"representacao textual";"null";"null";"MeSH";"null";"agrupamento";"null";"null";"null";"PubMed";"biomedicina";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"10"
15671;"Explanatory semantic relatedness and explicit spatialization for exploratory search";0;"Hecht, B.a  and Carton, S.H.a  and Quaderi, M.a  and SchÃ¶ning, J.d  and Raubal, M.c  and Gergle, D.a  b  and Downey, D.a ";"Exploratory search, in which a user investigates complex concepts, is cumbersome with todays search engines. We present a new exploratory search approach that generates interactive visualizations of query concepts using thematic cartography (e.g. choropleth maps, heat maps). We show how the approach can be applied broadly across both geographic and non-geographic contexts through explicit spatialization, a novel method that leverages any figure or diagram - from a periodic table, to a parliamentary seating chart, to a world map - as a spatial search environment. We enable this capability by introducing explanatory semantic relatedness measures. These measures extend frequently-used semantic relatedness measures to not only estimate the degree of relatedness between two concepts, but also generate human-readable explanations for their estimates by mining Wikipedias text, hyperlinks, and category structure. We implement our approach in a system called Atlasify, evaluate its key components, and present several use cases. Â© 2012 ACM.";"ACCEPTED";"REJECTED";"LOW";15;"2012";"SIGIR12 - Proceedings of the International ACM SIGIR Conference on Research and Development in Information Retrieval";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84866623262&partnerID=40&md5=711d7cf1d3c984c3851c23ac4848df29";;"415-424";;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"visualizacao";"null";"null";"wikipedia";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
15673;"Group matrix factorization for scalable topic modeling";0;"Wang, Q.a  and Cao, Z.b  and Xu, J.c  and Li, H.c ";"Topic modeling can reveal the latent structure of text data and is useful for knowledge discovery, search relevance ranking, document classification, and so on. One of the major challenges in topic modeling is to deal with large datasets and large numbers of topics in real-world applications. In this paper, we investigate techniques for scaling up the non-probabilistic topic modeling approaches such as RLSI and NMF. We propose a general topic modeling method, referred to as Group Matrix Factorization (GMF), to enhance the scalability and efficiency of the non-probabilistic approaches. GMF assumes that the text documents have already been categorized into multiple semantic classes, and there exist class-specific topics for each of the classes as well as shared topics across all classes. Topic modeling is then formalized as a problem of minimizing a general objective function with regularizations and/or constraints on the class-specific topics and shared topics. In this way, the learning of class-specific topics can be conducted in parallel, and thus the scalability and efficiency can be greatly improved. We apply GMF to RLSI and NMF, obtaining Group RLSI (GRLSI) and Group NMF (GNMF) respectively. Experiments on a Wikipedia dataset and a real-world web dataset, each containing about 3 million documents, show that GRLSI and GNMF can greatly improve RLSI and NMF in terms of scalability and efficiency. The topics discovered by GRLSI and GNMF are coherent and have good readability. Further experiments on a search relevance dataset, containing 30,000 labeled queries, show that the use of topics learned by GRLSI and GNMF can significantly improve search relevance. Â© 2012 ACM.";"ACCEPTED";"REJECTED";"LOW";8;"2012";"SIGIR12 - Proceedings of the International ACM SIGIR Conference on Research and Development in Information Retrieval";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84866634599&partnerID=40&md5=eadcbf529bb2ffa704175d40e8ae91b7";;"375-384";;;"01/31/2014";;"N";"N";"N";"N";"N";;"null";"null";"Y";"N";"null";"null";"null";"null";"null";"descoberta de topicos";"null";"non-probabilistic models";"null";"Wikipedia";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
15674;"Detecting causality from online psychiatric texts using inter-sentential language patterns";0;"Wu, J.-L. and Yu, L.-C. and Chang, P.-C.";"Background: Online psychiatric texts are natural language texts expressing depressive problems, published by Internet users via community-based web services such as web forums, message boards and blogs. Understanding the cause-effect relations embedded in these psychiatric texts can provide insight into the authors problems, thus increasing the effectiveness of online psychiatric services. Methods: Previous studies have proposed the use of word pairs extracted from a set of sentence pairs to identify cause-effect relations between sentences. A word pair is made up of two words, with one coming from the cause text span and the other from the effect text span. Analysis of the relationship between these words can be used to capture individual word associations between cause and effect sentences. For instance, (broke up, life) and (boyfriend, meaningless) are two word pairs extracted from the sentence pair: I broke up with my boyfriend. Life is now meaningless to me. The major limitation of word pairs is that individual words in sentences usually cannot reflect the exact meaning of the cause and effect events, and thus may produce semantically incomplete word pairs, as the previous examples show. Therefore, this study proposes the use of inter-sentential language patterns such as â‰«broke up, boyfriend<, >life, meaninglessâ‰ª to detect causality between sentences. The inter-sentential language patterns can capture associations among multiple words within and between sentences, thus can provide more precise information than word pairs. To acquire inter-sentential language patterns, we develop a text mining framework by extending the classical association rule mining algorithm such that it can discover frequently co-occurring patterns across the sentence boundary. Results: Performance was evaluated on a corpus of texts collected from PsychPark (http://www.psychpark. org), a virtual psychiatric clinic maintained by a group of volunteer professionals from the Taiwan Association of Mental Health Informatics. Experimental results show that the use of inter-sentential language patterns outperformed the use of word pairs proposed in previous studies. Conclusions: This study demonstrates the acquisition of inter-sentential language patterns for causality detection from online psychiatric texts. Such semantically more complete and precise features can improve causality detection performance. Â© 2012 Wu et al.; licensee BioMed Central Ltd.";"ACCEPTED";"REJECTED";"LOW";48;"2012";"BMC Medical Informatics and Decision Making";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84866237772&partnerID=40&md5=b4989ea1bf585675ddc259489fed3b67";"12";;;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"null";"null";"null";"null";"null";"relation extraction, regras de associacao";"null";"null";"null";"null";"biomedicina";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
15675;"An algorithm for fuzzy-based sentence-level document clustering for micro-level contradiction analysis";0;"Mehta, R.V.K. and Sankarasubramaniam, B. and Rajalakshmi, S.";"Contradiction Analysis is one of the popular text-mining operations in which a document whose content is contradictory to the theme of a set of documents is identified. It is a means to identifying Outlier documents that do not confirm to the overall sense conveyed by other documents. Most of the existing techniques perform document-level comparisons, ignoring the sentence-level semantics, often leading to loss of vital information. Applications in domains like Defence and Healthcare require high levels of accuracy and identification of micro-level contradictions are vital. In this paper, we propose an algorithm for identifying contradictory documents using sentence-level clustering technique along with an optimization feature. A novel visualization scheme is also suggested to present the results to an end-user. Â© 2012 ACM.";"ACCEPTED";"REJECTED";"LOW";13;"2012";"ACM International Conference Proceeding Series";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84866073354&partnerID=40&md5=4f10226a223769203ad087a09371d1e0";;"102-105";;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"null";"null";"null";"null";"null";"agrupamento, similaridade de documentos";"null";"fuzzy";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
15676;"A framework for robust discovery of entity synonyms";0;"Chakrabarti, K.a  and Chaudhuri, S.a  and Cheng, T.a  and Xin, D.a  b ";"Entity synonyms are critical for many applications like information retrieval and named entity recognition in documents. The current trend is to automatically discover entity synonyms using statistical techniques on web data. Prior techniques suffer from several limitations like click log sparsity and inability to distinguish between entities of different concept classes. In this paper, we propose a general framework for robustly discovering entity synonym with two novel similarity functions that overcome the limitations of prior techniques. We develop efficient and scalable techniques leveraging the MapReduce framework to discover synonyms at large scale. To handle long entity names with extraneous tokens, we propose techniques to effectively map long entity names to short queries in query log. Our experiments on real data from different entity domains demonstrate the superior quality of our synonyms as well as the efficiency of our algorithms. The entity synonyms produced by our system is in production in Bing Shopping and Video search, with experiments showing the significance it brings in improving search experience. Â© 2012 ACM.";"ACCEPTED";"REJECTED";"LOW";0;"2012";"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84866022707&partnerID=40&md5=3849090bbabed1e98b87b63643f621da";;"1384-1392";;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"similaridade semantica, relacoes semanticas";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"identificacao de sinonimos";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
15677;"Large-scale learning of word relatedness with constraints";0;"Halawi, G.a  and Dror, G.b  and Gabrilovich, E.c  and Koren, Y.b ";"Prior work on computing semantic relatedness of words focused on representing their meaning in isolation, effectively disregarding inter-word affinities. We propose a large-scale data mining approach to learning word-word relatedness, where known pairs of related words impose constraints on the learning process. We learn for each word a low-dimensional representation, which strives to maximize the likelihood of a word given the contexts in which it appears. Our method, called CLEAR, is shown to significantly outperform previously published approaches. The proposed method is based on first principles, and is generic enough to exploit diverse types of text corpora, while having the flexibility to impose constraints on the derived word similarities. We also make publicly available a new labeled dataset for evaluating word relatedness algorithms, which we believe to be the largest such dataset to date. Â© 2012 ACM.";"ACCEPTED";"ACCEPTED";"LOW";10;"2012";"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84866033702&partnerID=40&md5=783d89c5bfd3f52b3f17d7692c55dc78";;"1406-1414";;;"01/31/2014";;"N";"N";"N";"N";"N";;"18/07/2014";"1";"Y";"N";"similaridade semantica";"null";"null";"null";"null";"pre-processamento";"null";"null";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"9"
